,CDL_FLAG,CONDITION_CODE,EQUIP_PROB_CODE,FAULT_FLAG,INJ_SEVER_CODE,PERSON_ID,PERSON_TYPE,REPORT_NO,SAF_EQUIP_CODE,SEX_CODE,VEHICLE_ID,COLLISION_TYPE_CODE,C_M_ZONE_FLAG,JUNCTION_CODE,LANE_CODE,LIGHT_CODE,RD_COND_CODE,RD_DIV_CODE,SURF_COND_CODE,WEATHER_CODE,AREA_DAMAGED_CODE_MAIN,BODY_TYPE_CODE,DAMAGE_CODE,HIT_AND_RUN_FLAG,MOVEMENT_CODE,TIME,AGE
46621,N,Apparently Normal,No Misuse,Y,No Injury,e2bc5d5d-0daf-4a69-bcd5-cb21590394e2,D,ZR0143000F,Shoulder/Lap Belt(s),M,0ab48a3c-748f-49cc-89fb-4cbb64cfc4cb,Single Vehicle ,N,Intersection Related,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-12-06 21:32,54
32279,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,a7b3408a-92e7-4a11-a0a0-aad7b47be187,D,MCP12200035,Shoulder/Lap Belt(s),F,8995c324-8bde-4fad-bcaa-31ba2b153325,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-12-07 8:19,31
23961,N,Apparently Normal,No Misuse,N,No Injury,f0a2638c-82e9-4ec5-b56c-62fd797fbdf8,D,AC1866001Q,Shoulder/Lap Belt(s),M,802443cc-e64a-4316-9df7-3da1f4594392,Same Direction Rear End,N,Intersection Related,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-07-06 15:40,44
6033,N,Apparently Normal,No Misuse,N,No Injury,f042574f-687c-4e8f-a4de-e4d2950dbcff,D,ADI1100005,Shoulder/Lap Belt(s),M,aabb0158-8718-47df-af94-101ad1c93274,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Cloudy,Six o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-01-24 15:00,30
40429,N,Apparently Normal,No Misuse,Y,No Injury,dcacacd3-102b-4418-9b01-152bbbdf3c36,D,AE39660008,Reflective Clothing,M,80381314-7674-4b8b-a7ed-41666aa99292,Head On,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Destroyed,N,Moving Constant Speed,2015-11-16 23:07,38
10407,N,Apparently Normal,No Misuse,Y,No Injury,b63dcaf4-55f1-4c5a-8074-337caa069243,D,CT8241000G,Shoulder/Lap Belt(s),F,a16cfbf1-e9fc-4947-b178-d0d51ee6ca45,Same Direction Both Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Wet,Raining,Nine o'clock,(Sport) Utility Vehicle,Superficial,N,Making Left Turn,2015-04-14 10:32,48
39177,N,Apparently Normal,No Misuse,Y,No Injury,894cbce5-5748-4308-8b27-e1a48476063e,D,MCP21160035,Shoulder/Lap Belt(s),M,907fcb30-9869-4427-a8bd-ff6a2db51326,Same Direction Left Turn,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Eight o'clock,Passenger Car,Disabling,N,Changing Lanes,2015-12-23 15:11,36
38580,N,Apparently Normal,No Misuse,Y,No Injury,4ffe1c93-32a3-425a-a212-cc5459134ee6,D,ADJ6730018,Shoulder/Lap Belt(s),M,dd24a7da-7c2e-4f92-a1f9-973f64eb6692,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Cloudy,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-12-16 22:24,55
19958,N,Apparently Normal,No Misuse,Y,No Injury,4ebae00d-453b-4f4d-a315-1a026315222d,D,DA3873000Y,Shoulder/Lap Belt(s),F,a2f665f5-632f-4385-8a3b-7f2e0968c2dd,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-07-20 18:37,25
14895,N,Apparently Normal,No Misuse,N,No Injury,185cdd2f-ec78-4b38-957c-22dc1ad0d7c2,D,AB49540007,Shoulder/Lap Belt(s),M,f11de6f3-5410-46d0-bccf-8f1dac7a3756,Opposite Direction Both Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Eight o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-05-28 19:53,57
17214,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,5e8fb214-c472-4f68-83ff-97fe6b891711,D,AC1474000G,Shoulder/Lap Belt(s),M,d28c187a-20b3-44e1-afe3-de0d720ebab4,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Pickup Truck,Superficial,N,Stopped in Traffic Lane,2015-04-29 7:00,59
40964,N,Apparently Normal,No Misuse,N,No Injury,570d69d1-0bde-4808-889a-5a8c9e3f8bfe,D,MSP6063004D,Shoulder/Lap Belt(s),M,92be775f-73b1-495e-9cba-fc5aa6937163,Same Movement Angle,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Two o'clock,Van,Functional,N,Moving Constant Speed,2015-11-15 7:49,52
7909,N,Apparently Normal,No Misuse,Y,No Injury,add59a11-bf2f-49da-ad91-ace0004d438d,D,ZG08130005,Shoulder/Lap Belt(s),M,893c1918-3852-4cae-8e26-2836ef12bdca,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Snow,Snow,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-01-06 14:04,22
7714,N,Apparently Normal,No Misuse,Y,No Injury,c7cc46db-02ff-46b2-9b25-72e085fefbee,D,MSP6319000R,Shoulder/Lap Belt(s),M,889b4f07-be4f-48c6-8e84-1d6d5ede1682,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,One o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015-02-02 10:11,68
38520,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,e3a0d5de-e1ca-46bb-8bca-5002f1008218,D,ADI8010019,Shoulder/Lap Belt(s),F,a69187dd-a2c4-46a4-972d-9d72eeae69ac,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Dusk,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015-12-07 16:40,24
18517,N,Apparently Normal,No Misuse,N,No Injury,b757456d-aa5d-4b37-8c05-32f0d65e9375,D,ADJ262001J,Shoulder/Lap Belt(s),F,d3988699-7103-467b-a85c-63c8fcb65086,Same Direction Right Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Two o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-08-26 8:50,36
27415,N,Apparently Normal,No Misuse,N,No Injury,da4d72ae-2613-4dc0-920e-e76bef4f4267,D,AC1554001Y,Shoulder/Lap Belt(s),F,bf71d506-9dd4-4074-aecd-9ca5da855332,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Wet,Raining,Six o'clock,Pickup Truck,Functional,N,Stopped in Traffic Lane,2015-11-07 9:59,28
41891,N,Apparently Normal,No Misuse,N,No Injury,ff0ae33f-3f95-4bfa-a775-3819f8a899ab,D,AC1960002X,Shoulder/Lap Belt(s),M,8293c7be-4f04-454a-82d1-651366175a92,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-12-23 11:42,31
27075,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,be664ccc-7bca-4284-822d-9742ddef24e6,D,MSP6497003F,Shoulder/Lap Belt(s),M,7fb0a7e3-84a2-4aef-ab12-981576e7c801,Same Movement Angle,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Three o'clock,Pickup Truck,Destroyed,N,Skidding,2015-12-11 6:28,62
10141,N,Apparently Normal,No Misuse,N,No Injury,6b24cae4-9089-4c76-bdf8-a6b90aeb28fe,D,BJ00820003,Shoulder/Lap Belt(s),F,b55faf16-5ec1-4606-8207-5f9b0748594d,Same Movement Angle,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Cloudy,Two o'clock,Passenger Car,Superficial,N,Right Turn on Red,2015-05-11 15:30,70
26947,N,Ill,No Misuse,Y,Incapacitating/Disabled Injury,743f44d9-c453-4dea-a176-977656c30b3d,D,AC13200020,Shoulder/Lap Belt(s),M,d89a1ff6-dd3b-401b-9aab-79c182e651af,Single Vehicle ,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eleven o'clock,Van,Destroyed,N,Moving Constant Speed,2015-09-02 12:53,58
35961,N,Apparently Normal,No Misuse,Y,No Injury,92f4335f-1f1b-4641-a049-a9c795869a6a,D,MSP6481001M,Shoulder/Lap Belt(s),F,5c56eabf-0104-407d-b7b2-75b781fa1124,Same Direction Rear End Right Turn,N,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,One-way Trafficway,Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Changing Lanes,2015-10-03 0:45,33
46023,Y,Apparently Normal,No Misuse,N,No Injury,c3ad6693-dda6-474d-9318-c563e4e15403,D,MSP64810031,Shoulder/Lap Belt(s),M,ea6b8497-13eb-40ad-aa39-989c0135cee2,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark - Unknown Lighting,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-12-18 18:25,54
5048,N,Apparently Asleep,No Misuse,Y,No Injury,d3507a3a-1708-490a-8647-1794bf5cbd23,D,MCP2776000S,Shoulder/Lap Belt(s),F,7b160dca-e460-4af2-92e3-fc393bc7c99f,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-02-17 23:52,22
18544,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,aa48bf0d-5da8-4b8f-bfda-6bf4e663d3aa,D,ADJ320000V,Shoulder/Lap Belt(s),F,08e65676-a181-47c9-b053-701f4fda709f,Same Direction Right Turn,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Ten o'clock,Recreational Vehicle,Functional,N,Stopped in Traffic Lane,2015-08-04 20:50,26
40006,N,Had Been Drinking,No Misuse,Y,No Injury,43bd29ff-b4be-4451-8acc-f88240ae440e,D,ZW01120008,Shoulder/Lap Belt(s),F,dfd4bbd7-d88b-460a-8ea5-0a801f537750,Same Movement Angle,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Station Wagon,Functional,N,Accelerating,2015-10-23 22:30,20
32053,N,Apparently Normal,No Misuse,Y,No Injury,25db23b6-74cd-403e-881d-f9d3a16d7b20,D,EJ7833001L,Shoulder/Lap Belt(s),F,66f94ae3-1587-4f20-ac83-87e11320797c,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Passenger Car,Destroyed,N,Slowing or Stopping,2015-12-24 16:54,19
5529,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,5611ea66-58b4-4ac5-aa4a-ed2db77abca1,D,AE4961000Y,Shoulder/Lap Belt(s),M,aed62876-c435-4598-bab6-961ac876b6b9,Same Movement Angle,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Cloudy,Three o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015-02-24 12:12,31
41898,N,Apparently Normal,No Misuse,N,No Injury,98894589-4ed3-4484-9445-5793fd5a47e2,D,AC1968001Y,Shoulder/Lap Belt(s),M,19f47abc-18c0-4c3e-b485-b2b9a790722c,Same Movement Angle,N,Intersection Related,Acceleration Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Nine o'clock,Van,Disabling,N,Moving Constant Speed,2015-11-27 19:38,63
43648,N,Had Been Drinking,No Misuse,Y,No Injury,974fe288-c807-475d-959b-84642da9986d,D,DA3868000G,Shoulder/Lap Belt(s),M,c986d79b-6c7d-4a12-8036-00c327bfd13b,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Passenger Car,Destroyed,Y,Stopped in Traffic Lane,2015-10-05 2:50,53
18232,N,Apparently Normal,No Misuse,Y,No Injury,194e9304-1c79-431d-a835-0a237958c35f,D,ADI446000M,Shoulder/Lap Belt(s),F,f794a44e-3674-438b-bb39-ec3a3b526c64,Head On Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Station Wagon,Disabling,N,Making Left Turn,2015-07-16 9:06,42
4206,N,Apparently Normal,No Misuse,N,No Injury,e8db4d61-3b25-4783-9e9d-58a97b68a9d9,D,ZH02570009,Shoulder/Lap Belt(s),M,4e1bd875-f33e-4e8e-90db-86f4f937cca0,Same Movement Angle,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Cloudy,Twelve o'clock,Pickup Truck,Functional,N,Moving Constant Speed,2015-01-18 0:00,18
28935,N,Apparently Normal,No Misuse,Y,No Injury,97b687a7-dbd5-42a4-90cf-b204ecfea55c,D,AE33520002,Shoulder/Lap Belt(s),F,c0f02b7c-e0e0-4578-bf59-d4b11d52f9a0,Same Movement Angle,N,Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-12-16 7:52,25
10145,N,Apparently Normal,No Misuse,N,No Injury,34e57f8c-68d0-4d02-9169-30464c2331ab,D,BJ01210005,Shoulder/Lap Belt(s),F,08850ab6-e11c-4b42-b9fa-39f761339921,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Eight o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-05-15 15:30,49
36419,N,Apparently Normal,No Misuse,N,No Injury,07332e3f-d2da-4c7d-a47e-c6efa5b21423,D,MSP6582000H,Shoulder/Lap Belt(s),M,888747ba-1e68-433f-aead-9fc69df5c43b,Same Direction Rear End,N,Intersection Related,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Pickup Truck,Functional,N,Slowing or Stopping,2015-10-05 9:54,39
2008,N,Apparently Normal,No Misuse,N,No Injury,d00ffb11-4471-45a7-beb9-e0aa93e0b558,D,DA3793000C,Shoulder/Lap Belt(s),M,3222040b-3aa1-4037-9425-408b57d44214,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-01-30 13:45,60
39146,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,7ecc00ac-d78a-4b18-8229-d68b21718d27,D,MCP1210000T,Shoulder/Lap Belt(s),F,1cf1f221-a46e-4187-beb8-a51f939d7c69,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Stopped in Traffic Lane,2015-11-20 17:28,22
11879,N,Apparently Normal,No Misuse,N,No Injury,7777a36a-4ee2-4d56-8e4f-dc9f70e4ea73,D,MSP59320025,Shoulder/Lap Belt(s),F,399b7180-33b9-4634-a8ff-525c6e259efa,Same Direction Sideswipe,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Four o'clock,(Sport) Utility Vehicle,Superficial,N,Moving Constant Speed,2015-06-01 7:32,65
1158,Y,Apparently Normal,No Misuse,N,No Injury,7e660c34-10bf-40fb-812a-cf0d817d7f27,D,AE3900000C,Shoulder/Lap Belt(s),M,17a13826-e5e8-43ca-9ad2-a411ebcf061b,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015-03-02 15:50,59
20256,N,Apparently Normal,No Misuse,Y,No Injury,a9a82d2d-f94f-4f68-9964-19386d3e984d,D,GPDM63000F,Shoulder/Lap Belt(s),F,9969cd92-e598-4a16-bfe7-748eddec9f0a,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-09-30 17:49,18
2409,N,Apparently Normal,No Misuse,Y,No Injury,2dff650c-1ef7-4454-b0ba-9ecdc3501a06,D,MCP1378005B,Shoulder/Lap Belt(s),F,02d4dda5-c912-4ddd-b03b-4404ad0eaf81,Same Movement Angle,N,Intersection,Right Turn Lane,Dusk,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-03-30 19:06,66
12633,N,Apparently Normal,No Misuse,Y,No Injury,b4098e4f-3824-40ea-b0f7-c023541bfe41,D,ZD5781000P,Shoulder/Lap Belt(s),M,2fa437b7-ea57-4e53-bd4a-5e710c00a092,Same Movement Angle,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Destroyed,N,Making Left Turn,2015-05-28 12:46,86
1188,N,Apparently Normal,No Misuse,N,No Injury,2701d455-37a7-4b9d-b438-893b72423624,D,AE41040007,Shoulder/Lap Belt(s),M,3b6c724b-b10e-4c6c-b582-9b364ebfc6a2,Same Direction Rear End,N,Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Six o'clock,Ambulance/Emergency,Superficial,N,Making Right Turn,2015-03-04 13:01,21
9495,N,Apparently Normal,No Misuse,Y,No Injury,f6766461-ecef-4eb0-ac7b-59cc532b49cd,D,ADJ424000Q,Shoulder/Lap Belt(s),F,94e194ed-b7d7-4724-b493-23585d4cc3e6,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Ten o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-04-17 17:30,39
46974,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,f291927c-ea3e-4024-bb96-dbf98406363d,D,ADJ2470021,Shoulder/Lap Belt(s),M,9ff84bea-60d0-40b3-864b-c0ff3552f767,Single Vehicle ,N,Intersection,Left Turn Lane,Daylight,No Defects,One-way Trafficway,Wet,Raining,Ten o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-10-02 9:15,18
8497,N,Apparently Normal,No Misuse,N,No Injury,9b873dc7-ccb5-4ab4-bb98-b573a7885855,D,CE4506000S,Shoulder/Lap Belt(s),M,584f11ec-32bb-47a4-bf1e-8e0f6056739b,Same Direction Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Superficial,N,Making Left Turn,2015-06-17 9:10,45
46674,N,Apparently Normal,No Misuse,N,No Injury,8d5f7f1c-3a6f-46d5-86ad-aafbcf749899,D,ZR02960012,Shoulder/Lap Belt(s),M,554c31c2-1790-454a-8fe3-7b5384edf195,Head On,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-21 12:55,21
34282,N,Apparently Normal,No Misuse,N,No Injury,5fbaf7c1-1e8b-42cf-9d60-bc9d4aa9207c,D,MSP58320048,Shoulder/Lap Belt(s),M,2cded8e0-b430-45bf-9dcb-41b7862657f2,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Clear,Six o'clock,Passenger Car,No Damage,N,Moving Constant Speed,2015-10-09 19:21,39
30335,N,Apparently Normal,No Misuse,N,No Injury,3dac512e-9e12-44e7-9c62-d01dc5d7c858,D,AZ1691000J,Shoulder/Lap Belt(s),F,af9922da-b1a1-4b99-b08b-1557c2f4bcba,Same Direction Sideswipe,N,Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,One o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-12-14 17:41,22
46066,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,73e8a769-3700-49e2-aefa-d7932171af56,D,MSP64890042,Shoulder/Lap Belt(s),M,1b6c916b-4894-446e-a6f2-6ea7145e1420,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Destroyed,N,Moving Constant Speed,2015-12-08 18:44,24
20489,N,Apparently Normal,No Misuse,N,No Injury,f7aada07-c272-4384-974e-4e29a81b8d97,D,MCP26890013,Shoulder/Lap Belt(s),F,3dc86e2e-31b5-42e7-9775-cebe8e2970c2,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-09-06 17:10,50
9542,N,Apparently Normal,No Misuse,N,No Injury,f7c7cb6b-db00-4a65-8c05-4d0e9e9b7bec,D,ADJ4900004,Shoulder/Lap Belt(s),F,59591c97-c558-4cc1-8671-9d178d01beff,Same Direction Sideswipe,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Three o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-05-12 22:17,43
27874,N,Apparently Normal,No Misuse,Y,No Injury,e28d3b83-2150-4543-8d93-5093e4a93514,D,AC2029001C,Shoulder/Lap Belt(s),F,e41c3e36-86b4-47a3-86b7-80d8a1f88e4c,Head On Left Turn,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,One o'clock,Passenger Car,Functional,N,Making Left Turn,2015-11-10 17:57,36
22079,N,Apparently Normal,No Misuse,Y,No Injury,503ec7e4-b50b-4dda-a71e-cef394f78c18,D,ZR0303000K,Shoulder Belt Only,F,1a5c14d6-7fc0-44c1-928e-c1a86ded5196,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Ten o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015-08-28 6:51,63
6353,N,Apparently Normal,No Misuse,N,No Injury,b04de834-48a2-40a9-8575-ba9bdab67ed1,D,AE3472000R,Shoulder/Lap Belt(s),M,79f99bfd-4a7c-497b-8882-965b241eda4e,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Pickup Truck,Superficial,N,Stopped in Traffic Lane,2015-03-29 18:32,55
25761,N,Apparently Normal,No Misuse,Y,No Injury,fcb55e1f-8a9a-4ea0-a63b-e62ff42070e5,D,MDTA1585000K,Shoulder/Lap Belt(s),M,4b66913d-48d1-4d06-9459-f3ff1bfe6b7d,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-09-29 17:20,39
17949,N,Apparently Normal,No Misuse,Y,No Injury,0371e3af-01f7-412b-8272-fe4278e7d756,D,AC2069000H,Shoulder/Lap Belt(s),M,77f410f1-55b9-4864-9d4a-1a20fc4c3e51,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-08-26 16:55,62
12575,N,Apparently Normal,No Misuse,Y,No Injury,d0793d8f-a5c9-4004-befe-f53d69a2f150,D,RD01010008,Shoulder/Lap Belt(s),F,1bc265ed-0a38-4069-9345-820fc6f70abf,Same Direction Right Turn,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,One o'clock,Passenger Car,Functional,N,Making Left Turn,2015-05-04 16:03,25
17894,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,ab339b22-593d-4b3c-9cfd-0c90a6efb887,D,AC2041000C,Shoulder/Lap Belt(s),M,c09334c6-9771-4407-b418-86cebe134fd3,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-07-26 16:32,38
40483,N,Apparently Normal,No Misuse,Y,No Injury,c0385e74-015b-4f26-adc2-a17c9409eff9,D,AE5145000D,Shoulder/Lap Belt(s),M,d7ccca5f-e23e-4024-bcd6-6f6fa186cd9c,Same Movement Angle,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Three o'clock,Passenger Car,Disabling,N,Accelerating,2015-10-05 20:24,20
6410,N,Apparently Normal,No Misuse,Y,No Injury,da167a43-4769-4a99-90fb-959b596eaea4,D,AE4424000R,Shoulder/Lap Belt(s),M,0abf5408-b213-4228-b48b-a633ac3fefd5,Same Direction Sideswipe,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Two o'clock,Ambulance/Non Emergency,Superficial,N,Passing,2015-03-13 17:17,28
22558,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,7daaf78d-6338-4bf7-b4ef-525c7304ea7a,D,AC20210018,Shoulder/Lap Belt(s),F,82b78f67-a137-44e0-869f-4dc92a658ce5,Same Direction Rear End,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-07-10 11:32,61
31127,N,Apparently Normal,No Misuse,N,No Injury,2999d1d8-0b13-4b16-8dfc-2c446e1054ec,D,DA2717000F,Shoulder/Lap Belt(s),F,960f5c17-658b-4b0a-9282-5dc442a24105,Same Movement Angle,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-11-30 9:00,38
